"academic use only"

"corpus","preloaded/ententen20_tt31_1"
"subcorpus","-"
"concordance size","16613"
"query","Query:[tag= ""VB.*""] [tag=""RB""]? [tag = ""VVN"" & lemma = ""stain""] [tag=""IN""] within < s/>;Shuffle:"
"Reference","Left","KWIC","Right"
"arvojournals.org","cells (2H-11) treated with either TNFα or IL-17 (10 ng/ml) or TSP-1 derived peptides (CD36 or CD47 binding)","were stained with","antibodies against ICAM-1, VCAM-1, Nrf2 and TSP-1 followed by fluorescence-conjugated secondary antibodies. </s>"
"wikidoc.org","are long and thick thread like appendages, protein in nature, formed of flagellin protein (antigenic). </s><s> They can not","be stained by","gram stain. </s><s> They have a special stain. </s><s> According to their arrangement they may be monotrichate, amphitrichate,"
"umelec.org","held at the XXL Gallery in Louny in the autumn of 2010. </s><s> These works'' common theme is that the female protagonists","are stained by","something, that they spill something on themselves or smudge or pour something onto each other. </s><s> The video, which was"
"goodreads.com","(human beings), and others being less aware (animal beings), with small wills and small flames. </s><s> The lampshades of all","are stained with","the clutter of the material reality or the physical world. </s><s> As a result, it is difficult for the light of each lamp to shine"
"biobees.com","is give bees a chance ... </s><s> I''ve been thinking about Randy''s reply for a couple of days now, and I fail to see how honey which","is stained by","meconium can be ""danged near sterile"". </s><s> I was once an operating theatre scrub nurse, and wouldn''t have lasted long if I"
"indianjnephrol.org",". </s><s> Serum bilirubin, liver enzyme, HCV-PCR, genotype and viral load measurement were done in all. </s><s> Biopsy specimen","was stained with","H and E, Periodic Acid Schiff, Gomori Stain, Masson Trichrome and Perls Stain. </s><s> International Working Group scoring"
"abcam.com","used as negative control. </s><s> Cells were fixed with 4% paraformaldehyde and permeabilized with 0.1% Triton X-100. </s><s> Nuclei","were stained with","DAPI (blue) </s><s> ab78237 (purified) at 1/20 immunoprecipitating CD20 in 10 μg Ramos (Human Burkitt''s lymphoma cell line)"
"mcw.edu","a pure spindle cell morphology that could be easily mistaken for other spindle cell dermal neoplasms. </s><s> All of our cases","were stained with","CD68, CD163, CD10, S-100p, p63, wide-spectrum keratin, CD31, CD34, smooth muscle actin (SMA), desmin, calponin, and"
"abcam.com",": ab150081, goat anti-rabbit IgG H&L (Alexa Fluor® 488), 0.5 μg/ml. </s><s> Nuclei are stained with DAPI and tubulin (red)","is stained with","ab7291 and ab150120. </s><s> Note that formaldehyde is a gas that retains its chemical properties in aqueous solution. </s>"
"arvojournals.org","on T cells and effect of PD-L1 and PD-L2. </s><s> (A) T cells cultured in the presence or absence of anti-CD3 mAb (1 μg/mL)","were stained with","PE-labeled anti-human PD-1 mAb, and examined by flow cytometry. </s><s> Jurkat cells, CD4+ T cells, and rIL-12–induced Th1"
"firstworldwar.com","have proclaimed and for which they have shed so much blood, and I am sure that the world''s hour of liberty will not","be stained by","placing under a fresh yoke so many of your valiant brothers. </s><s> I hope also that this standpoint will be admitted by the"
"snmjournals.org","on hematoxylin-stained slices at 40× magnification. </s><s> Oil Red O and Periodic Acid–Schiff Staining </s><s> Liver cryosections","were routinely stained for","the presence of fat with oil red O. Glycogen was stained in formaldehyde-fixed, paraffin-embedded sections with a"
"cshlp.org","total DNA (right panel) in clones of Myc-Dnmt3a2 (top half) or Myc-Dnmt3b2 (bottom half). </s><s> (Right) The same membrane","was stained with","SYTOX Green to verify DNA loading. </s><s> For each DNA sample, three amounts (1 μg, 0.5 μg, and 0.25 μg) were examined. </s><s> To rule"
"plantphysiol.org","determining the absorption of the DAB solution at 465 nm. </s><s> To localize ROS production in infected ears, ears sections","were stained with","DAB-HCl solution for 3 h at room temperature. </s><s> The samples were destained in ethanol:chloroform (4:1) and then kept in"
"imrussia.org","deputy), that Kochetov himself would have gladly published in October. </s><s> Admittedly, my memories of this incident","are stained with","personal insult. </s><s> Back then, I wrote an article that was submitted to (and even approved by) Novy Mir. </s><s> It was an article"
"snmjournals.org","were prepared from fresh-frozen MI hearts (7 d after MI), liver, lung, skin, and healthy hearts. </s><s> Tissue sections","were stained with","antibodies against FAP (R&D Systems) as a marker of activated fibroblasts, prolyl-4-hydroxylase β (Origene) as a"
"haaretz.com",", until the cries of their families overcome their sick murderousness""; while Minister Yoav Galant, a man whose hands","are stained with","a great deal of Gazan blood, declared with Biblical lyricism, ""I''ll pursue my enemies and catch them, I won''t come back"
"uspto.gov","Thy1.1 antibody (both from BD Pharmingen) according to the manufacturer''s recommendations. </s><s> Aliquots of cells","were stained with","respective fluorochrome labeled isotype control antibodies to determine the specificity of staining. </s><s> Percentage"
"giga-usa.com",", under the indifferent heaven. </s><s> By day the hot sun fermented us; and we were dizzied by the beating wind. </s><s> At night we","were stained by","dew, and shamed into pettiness by the innumerable silences of stars. </s><s> We were a self-centred army without parade or"
"foundationsforfreedom.net","on a hope from a promise to their forefather Abraham, but the memories of the Israelites in the post-exilic times","were stained by","the massacres of their people, the destruction of the temple and the glorious kingdom of David and Solomon. </s><s> The"
"arvojournals.org","Alexa fluor 488 labelled goat anti-mouse IgG or goat anti-human IgG (1:1000; Life technologies) for 1 hour. </s><s> Nuclei","were then stained with","4'',6-diamidino-2-phenylindole (DAPI; 1:5000; Life Technologies), and coverslips were mounted on microscope"
"cornell.edu","of this chapter and of the regulations made and promulgated thereunder, or which is a mixture of any seed required to","be stained under","the provisions of this chapter and of the regulations made and promulgated thereunder, with seed of the same kind"
"authorama.com","by fireballs and jars full of scorpions to be thrown at the assailants. </s><s> As night fell, before the battle, the moon''s face","was stained with","blood, earthquakes shook the land, and the images of the gods fell from their places. </s><s> The next morning, when Arjuna,"
"mediacoop.ca","most lowly and vicious of thugs, a place of smoke and blood, where tear gas blinds and the storied hangouts of a bygone era","are stained with","the outrage of a military coup in broad daylight. </s><s> In its wake rests a throng of massacred civilians. </s><s> Will the bartender"
"umich.edu","as a suspect and questioned her the same day. </s><s> She gave the officers the clothing she was wearing the night before which","were stained with","mud and blood, but denied any involvement in the murder. </s><s> Tests showed that DNA recovered from a bandana and a sweatshirt"
"biomedcentral.com","sCJD Case 2 (Figure 1A). </s><s> To see the deposits of PrPSc in brain tissues, the sections of temporal lobes of those patients","were stained with","PrP-specific mAb 3F4 after treatment of GdnHCl. </s><s> As shown in Figure 1B, lager amounts of PrPSc accompanying with"
"articlealley.com","spots of blood drip into the toilet bowl or down the legs. </s><s> Red blood oozes from the surface of stools. </s><s> Toilet tissue may","be stained by","scarlet red blood. </s><s> Our hearts may skip a beat in alarm. </s><s> What gives? </s><s> There is no need to be unduly alarmed yet as the"
"wikipedia.org","weeks after implantation to quantify the tissue response with histological and immunostaining techniques. </s><s> Samples","were stained for","ED1 and GFAP presence. </s><s> ED1+ reading is indicative of the presence of macrophages, and was observed in a densely packed"
"sinobiological.com","localized to plasma membrane. </s><s> Flow cytometric analysis of Mouse PVR(CD155) expression on BABL/c splenocytes. </s><s> Cells","were stained with","purified anti-Mouse PVR(CD155), then a FITC-conjugated second step antibody. </s><s> The fluorescence histograms were"
"businessinsider.com","represent the airline when they fly (there''s no dress code for paying passengers). </s><s> A bride''s wedding dress","was stained with","red wine on a flight – and she claims that a flight attendant intentionally ruined it. </s><s> The bride said that a flight"
